Country,Year,SST_C,Salinity_ppt,Chlorophyll_mg_m3,pH,Fleet_Size,Fishing_Effort_hours,Fuel_Consumption_L,Fish_Price_USD_ton,Fuel_Price_USD_L,Operating_Cost_USD,Capture_Production_Mt,Aquaculture_Production_Mt,Total_Production_Mt,CPUE,Sustainability_Score,Sustainable
Thailand,2018,25.16,34.38,3.477,8.23,3985,17896.0,184790.0,1421.85,0.81,220105.0,1.671,2.092,3.763,0.0934,0.667,1
USA,2020,32.28,32.96,0.348,8.31,721,9690.0,137396.0,1434.77,1.01,162493.0,2.773,3.63,6.403,0.2861,0.539,1
Chile,2019,23.96,34.06,0.714,8.22,154,9462.0,122072.0,1785.93,1.36,219943.0,3.721,4.796,8.517,0.3933,0.693,1
Vietnam,2010,19.1,30.51,1.216,8.48,1754,17580.0,821465.0,1271.25,1.09,959422.0,3.37,3.265,6.635,0.1917,0.664,1
Philippines,2018,23.25,36.62,0.768,7.95,1207,22066.0,528235.0,1402.42,0.88,505405.0,2.194,4.387,6.581,0.0994,0.659,1
Japan,2014,5.92,36.26,1.066,8.12,1411,14297.0,613357.0,737.87,0.99,641213.0,2.072,2.897,4.969,0.1449,0.601,1
Ecuador,2019,17.61,32.23,1.493,8.09,1489,7606.0,297990.0,765.5,0.99,344902.0,1.752,2.411,4.164,0.2303,0.617,1
Argentina,2012,20.63,33.64,0.391,8.0,5759,19607.0,522637.0,853.88,1.58,872823.0,0.271,0.648,0.919,0.0138,0.586,1
Iceland,2011,27.29,35.94,1.012,7.9,9044,118154.0,5117404.0,1217.06,1.06,5428081.0,1.078,1.721,2.799,0.0091,0.425,0
Vietnam,2017,25.19,36.52,0.68,8.02,1447,7596.0,292600.0,2155.8,1.06,345595.0,5.866,13.173,19.039,0.7722,0.708,1
Argentina,2015,18.44,34.74,0.05,8.24,8604,71787.0,1998404.0,1586.75,0.93,1894631.0,0.94,0.758,1.698,0.0131,0.443,0
Philippines,2017,24.37,35.09,2.436,7.97,8532,2349.0,101269.0,1015.14,1.21,171898.0,0.812,0.992,1.805,0.3457,0.706,1
Norway,2020,24.11,36.62,1.123,8.15,2049,5786.0,74410.0,2260.8,1.0,93080.0,3.069,5.41,8.479,0.5304,0.704,1
Vietnam,2022,16.74,35.95,2.378,8.2,2043,51975.0,2428802.0,796.09,1.58,3894640.0,9.827,8.133,17.96,0.1891,0.492,0
Japan,2019,15.74,35.06,3.285,8.04,15375,485740.0,23401057.0,2838.64,1.14,26690813.0,4.411,7.182,11.593,0.0091,0.425,0
India,2011,25.41,36.99,0.765,8.34,240,109478.0,2814459.0,448.5,1.36,3917340.0,8.272,11.802,20.074,0.0756,0.502,1
Vietnam,2017,35.02,35.79,0.132,8.05,1732,26596.0,1238779.0,335.94,0.89,1146348.0,4.051,7.426,11.478,0.1523,0.501,1
Malaysia,2014,20.39,35.11,2.556,8.05,744,12105.0,366248.0,818.73,1.39,563213.0,0.713,1.392,2.104,0.0589,0.678,1
Thailand,2010,16.25,35.0,1.865,7.86,563,17222.0,502176.0,1210.05,1.0,546886.0,1.341,2.27,3.612,0.0779,0.593,1
Japan,2023,23.55,36.31,0.141,7.89,4100,3997.0,174598.0,937.99,1.47,296278.0,3.575,7.523,11.098,0.8941,0.644,1
Norway,2014,28.92,33.92,0.269,7.64,20229,23577.0,857606.0,2130.89,0.85,788207.0,0.916,2.201,3.116,0.0388,0.504,1
Indonesia,2012,22.98,35.53,1.042,8.05,2402,26795.0,1274670.0,811.6,1.58,2078462.0,13.002,24.297,37.299,0.4852,0.661,1
Russia,2014,24.75,33.68,0.362,8.0,22996,15299.0,437461.0,1191.09,1.2,609341.0,2.649,4.166,6.815,0.1731,0.6,1
Ecuador,2022,14.84,35.55,0.498,8.04,3397,35299.0,406808.0,2283.0,1.75,761609.0,0.446,1.326,1.772,0.0126,0.48,0
Peru,2012,18.84,36.2,1.471,7.94,25048,29536.0,1168199.0,664.6,1.23,1471669.0,4.666,8.16,12.826,0.158,0.646,1
USA,2021,25.52,31.43,1.014,8.36,11211,20409.0,1015918.0,1925.39,0.63,720832.0,4.965,3.585,8.55,0.2433,0.611,1
Mexico,2016,25.79,35.38,0.558,8.34,1562,85488.0,3670316.0,1851.74,1.4,5207202.0,2.086,3.552,5.638,0.0244,0.53,1
Malaysia,2011,23.0,33.15,0.637,8.11,17861,5765.0,267667.0,934.57,1.04,310389.0,1.053,1.064,2.117,0.1826,0.694,1
Indonesia,2021,21.2,33.89,1.534,8.44,34852,3220.0,79277.0,1572.72,1.3,142277.0,22.179,39.189,61.368,6.885,0.9,1
Malaysia,2017,24.51,36.95,2.537,8.16,1330,56132.0,654712.0,1413.97,1.18,819680.0,1.848,3.034,4.882,0.0329,0.589,1
Russia,2012,17.0,39.39,0.186,8.0,4535,59047.0,2040868.0,702.21,1.22,2528706.0,2.374,4.709,7.082,0.0402,0.433,0
USA,2022,20.37,34.7,0.428,8.61,584,23275.0,561934.0,1619.47,1.12,707032.0,4.081,8.97,13.051,0.1753,0.584,1
Peru,2018,29.63,38.81,17.553,7.92,206144,15457.0,596939.0,1272.35,1.06,681307.0,3.857,8.277,12.133,0.2495,0.602,1
Morocco,2013,18.56,33.58,6.796,8.12,6473,19683.0,728608.0,514.11,1.03,797071.0,1.309,2.445,3.754,0.0665,0.663,1
Mexico,2022,20.79,35.46,0.583,8.45,10246,7334.0,291214.0,1346.42,1.15,374193.0,3.362,4.881,8.243,0.4583,0.699,1
Spain,2017,21.24,35.18,0.707,8.4,140,35598.0,1216169.0,1057.43,1.15,1449581.0,1.193,2.35,3.543,0.0335,0.63,1
South Korea,2016,18.74,33.31,1.564,8.1,7533,25972.0,1256401.0,790.42,0.9,1185923.0,1.571,3.103,4.674,0.0605,0.65,1
China,2012,23.81,33.87,9.701,8.04,814,23259.0,1063141.0,1001.78,1.3,1450074.0,47.343,64.77,112.113,2.0354,0.715,1
Vietnam,2011,24.38,34.08,1.079,8.27,1206,31660.0,1087255.0,886.86,1.75,1959353.0,4.828,8.212,13.04,0.1525,0.641,1
Morocco,2022,20.3,32.17,2.659,8.05,370,85139.0,3084740.0,3132.87,1.05,3275223.0,2.895,4.492,7.387,0.034,0.531,1
Iceland,2013,18.44,33.61,0.669,7.89,4641,30103.0,762002.0,2437.43,1.39,1098683.0,1.849,2.318,4.167,0.0614,0.642,1
South Korea,2016,19.45,33.02,2.061,8.12,227,8700.0,178482.0,852.3,0.93,214914.0,0.934,0.864,1.798,0.1074,0.671,1
Russia,2020,24.3,34.41,0.696,8.14,2854,83296.0,3654319.0,2488.61,1.47,5416495.0,4.079,3.43,7.509,0.049,0.503,1
Ecuador,2023,33.05,34.03,1.057,8.26,2733,114016.0,4696645.0,558.98,1.23,5859262.0,1.765,2.621,4.386,0.0155,0.425,0
Iceland,2016,21.43,34.89,0.686,8.37,992,10507.0,483896.0,1210.74,1.57,799592.0,0.842,1.662,2.504,0.0802,0.681,1
Spain,2013,33.7,37.1,0.858,8.02,2841,19180.0,517394.0,506.03,1.24,713788.0,0.74,1.27,2.01,0.0386,0.588,1
Russia,2017,27.09,30.3,1.587,8.04,771,14376.0,199284.0,1075.94,1.13,314838.0,3.546,5.445,8.991,0.2466,0.604,1
Ecuador,2014,23.11,32.65,2.161,8.24,31488,35558.0,963477.0,900.95,1.6,1606059.0,2.057,2.781,4.838,0.0578,0.631,1
Spain,2015,15.64,35.02,0.352,8.31,710,9968.0,448610.0,1295.49,1.48,754929.0,1.378,2.017,3.395,0.1382,0.534,1
Ecuador,2013,20.41,38.53,2.904,8.2,2765,17340.0,464082.0,792.02,1.21,577913.0,0.885,1.548,2.433,0.051,0.667,1
Chile,2013,21.0,35.97,1.256,8.22,5247,17109.0,297192.0,775.33,0.94,331998.0,2.822,4.944,7.766,0.1649,0.671,1
Ecuador,2012,12.36,37.24,0.606,8.36,6597,21444.0,249798.0,2719.89,1.03,308929.0,1.262,3.002,4.265,0.0589,0.584,1
Argentina,2019,30.13,34.42,0.446,8.2,3562,30415.0,376345.0,1637.84,1.3,501625.0,1.796,4.861,6.658,0.0591,0.491,0
Spain,2021,26.91,36.69,0.415,7.98,10836,11304.0,435633.0,988.06,0.69,338924.0,0.867,0.859,1.726,0.0767,0.528,1
Japan,2020,17.95,35.21,0.693,8.38,1147,47914.0,1288837.0,1383.73,0.65,906643.0,3.766,4.446,8.212,0.0786,0.532,1
Morocco,2021,14.43,33.99,0.219,8.29,1670,26426.0,414423.0,653.29,1.37,621932.0,1.412,3.411,4.823,0.0534,0.499,0
Japan,2023,14.9,35.3,2.607,7.94,155,16002.0,558540.0,2002.32,1.4,844285.0,3.348,3.42,6.768,0.2092,0.599,1
India,2017,18.58,33.81,0.143,7.84,465,16927.0,826433.0,1221.74,0.81,721913.0,8.116,17.319,25.434,0.4794,0.606,1
India,2023,25.73,33.7,0.452,8.48,1976,28267.0,632653.0,506.3,1.33,916716.0,12.728,31.105,43.833,0.4503,0.582,1
Indonesia,2019,21.94,32.14,0.155,7.81,10725,24034.0,624300.0,1323.81,0.84,609845.0,19.702,31.11,50.812,0.8197,0.602,1
Norway,2011,22.93,37.16,0.399,7.98,124,58208.0,948266.0,1440.06,1.84,1794331.0,0.455,0.487,0.942,0.0078,0.509,1
Russia,2022,13.13,34.49,1.282,8.15,1084,53911.0,1322316.0,1063.38,1.2,1602345.0,3.782,6.192,9.975,0.0702,0.519,1
Argentina,2019,26.57,33.03,5.032,7.91,4102,21800.0,853588.0,484.04,1.12,1002381.0,2.301,3.054,5.355,0.1055,0.585,1
Malaysia,2014,21.8,32.81,0.151,8.33,1312,297794.0,13138847.0,1692.74,1.1,14548178.0,1.784,2.563,4.347,0.006,0.425,0
Spain,2015,10.92,34.61,2.308,7.89,966,48665.0,582902.0,1194.77,1.38,829510.0,0.264,0.46,0.723,0.0054,0.528,1
Peru,2012,18.02,35.22,0.283,7.77,8992,61516.0,1677488.0,799.98,1.44,2410079.0,3.646,4.332,7.978,0.0593,0.504,1
Spain,2022,21.56,39.42,2.237,8.54,11199,61542.0,1930433.0,1621.9,1.31,2544778.0,1.954,2.55,4.504,0.0317,0.578,1
Thailand,2020,14.46,35.26,0.554,7.73,920,25109.0,732219.0,714.63,1.27,964818.0,2.093,4.613,6.706,0.0834,0.577,1
China,2019,17.87,34.01,0.134,7.84,44866,113713.0,4548441.0,675.48,1.21,5532648.0,72.262,62.61,134.872,0.6355,0.342,0
India,2019,26.04,35.27,1.006,8.63,27843,4533.0,90933.0,699.2,1.04,103546.0,11.661,12.854,24.516,2.5722,0.693,1
Malaysia,2020,20.31,37.43,0.985,8.15,24383,277434.0,6344776.0,908.49,1.29,8277023.0,2.834,2.957,5.791,0.0102,0.5,1
Russia,2022,28.42,39.39,2.601,8.09,783,12528.0,456667.0,815.38,1.14,588353.0,3.4,8.424,11.824,0.2714,0.608,1
Malaysia,2015,22.54,37.18,0.555,8.18,519,4444.0,135337.0,1000.1,1.14,176757.0,1.86,3.326,5.185,0.4184,0.704,1
Mexico,2016,17.36,35.19,3.466,8.12,334,112435.0,2113251.0,1319.71,0.78,1660821.0,2.021,2.149,4.17,0.018,0.426,0
Chile,2013,26.63,35.34,1.967,8.09,4233,70615.0,1786165.0,1037.67,1.41,2526444.0,2.667,3.364,6.032,0.0378,0.485,0
Philippines,2010,30.3,39.24,0.266,8.26,648,11621.0,200587.0,805.6,1.29,326866.0,0.663,1.416,2.079,0.057,0.528,1
Chile,2020,20.8,33.3,1.736,8.01,7838,12451.0,562033.0,816.05,1.32,787337.0,4.532,4.407,8.939,0.364,0.68,1
India,2010,19.04,32.44,3.05,7.98,5434,17127.0,413206.0,1331.97,1.23,570441.0,6.624,13.53,20.154,0.3867,0.677,1
China,2019,23.69,36.35,0.198,7.83,426,18442.0,652103.0,1797.77,1.09,770035.0,57.497,71.94,129.437,3.1176,0.682,1
Norway,2013,29.01,34.07,0.654,7.96,8796,1635.0,54258.0,2241.64,1.1,109223.0,0.469,1.018,1.487,0.2866,0.63,1
Philippines,2013,24.09,33.03,1.77,7.96,19930,8341.0,99380.0,2478.87,0.98,161099.0,1.456,2.006,3.462,0.1745,0.689,1
Russia,2019,18.83,35.0,1.054,8.04,6788,62948.0,1042784.0,1462.36,1.11,1144957.0,4.393,6.218,10.611,0.0698,0.576,1
Chile,2020,27.66,37.89,1.407,8.05,3110,68313.0,1866995.0,2285.3,0.94,1780832.0,4.274,4.013,8.287,0.0626,0.478,0
Malaysia,2014,24.95,37.02,0.64,7.92,342,35599.0,1273529.0,2189.87,1.06,1403365.0,0.589,0.835,1.424,0.0165,0.629,1
Norway,2012,26.82,36.93,0.426,8.18,772,17845.0,761333.0,1153.02,1.85,1435795.0,0.36,1.046,1.406,0.0202,0.515,1
Mexico,2012,19.37,37.81,1.261,8.12,1281,87619.0,1010862.0,846.92,1.59,1646438.0,1.758,2.44,4.198,0.0201,0.525,1
Ecuador,2016,21.7,38.7,0.171,8.02,4340,15124.0,460257.0,383.27,1.6,767776.0,1.5,2.181,3.681,0.0992,0.598,1
Iceland,2012,21.48,36.97,1.515,8.45,2158,52171.0,1038448.0,1702.22,1.1,1216268.0,0.72,0.471,1.191,0.0138,0.527,1
Iceland,2022,15.31,34.12,4.329,8.21,460,43431.0,1705274.0,760.52,1.04,1833267.0,2.063,2.858,4.922,0.0475,0.54,1
Chile,2010,24.39,36.19,2.906,8.39,3955,3251.0,53364.0,1069.48,1.38,127470.0,1.723,1.813,3.536,0.5298,0.709,1
South Korea,2023,16.9,33.29,1.954,8.55,1358,188834.0,9222498.0,302.38,1.03,9523325.0,2.612,2.053,4.666,0.0138,0.383,0
India,2017,25.39,35.88,0.929,8.13,1187,20706.0,209512.0,1949.18,0.97,229906.0,14.118,22.4,36.518,0.6818,0.679,1
Indonesia,2012,25.59,34.48,1.385,7.77,1857,6951.0,300571.0,642.46,1.69,567272.0,16.152,16.171,32.323,2.3234,0.756,1
Iceland,2023,23.39,33.6,1.539,7.82,214,15577.0,594596.0,1576.96,1.45,896727.0,0.862,0.897,1.759,0.0553,0.671,1
Japan,2017,27.73,37.55,2.869,8.17,15320,20782.0,506630.0,1216.51,1.33,734164.0,3.445,2.892,6.337,0.1658,0.556,1
Philippines,2012,13.98,36.74,1.387,7.88,23628,168925.0,8177679.0,1180.32,1.37,11205957.0,0.632,1.205,1.837,0.0037,0.425,0
Philippines,2022,21.83,36.81,10.44,7.82,2551,6765.0,292559.0,1675.97,1.39,460765.0,2.86,6.021,8.88,0.4226,0.699,1
Russia,2020,24.87,33.88,0.7,8.09,8341,19919.0,814879.0,409.59,1.35,1138204.0,5.499,6.929,12.428,0.276,0.668,1
Peru,2011,16.2,39.37,0.213,8.0,850,16773.0,336537.0,1752.7,0.91,358811.0,2.737,2.987,5.724,0.1632,0.521,1
Russia,2011,19.9,35.83,0.792,8.01,2449,29520.0,777233.0,428.28,1.01,823354.0,3.101,5.486,8.587,0.105,0.644,1
South Korea,2023,16.83,30.89,4.737,8.07,4277,15471.0,580850.0,1699.1,1.47,874937.0,2.061,3.948,6.008,0.1332,0.598,1
Malaysia,2017,21.25,35.49,0.926,7.93,231,17961.0,824611.0,1128.61,0.37,388218.0,0.513,0.869,1.382,0.0286,0.665,1
Thailand,2018,20.11,37.46,4.199,7.84,22819,83986.0,3870686.0,297.56,1.27,4985361.0,0.988,1.609,2.598,0.0118,0.532,1
Ecuador,2014,25.0,35.6,1.887,8.03,62170,54268.0,2397044.0,906.29,1.22,2966407.0,0.845,1.089,1.935,0.0156,0.592,1
Argentina,2014,24.6,32.95,0.311,8.26,12166,13483.0,545699.0,1339.54,0.6,357780.0,1.82,3.249,5.069,0.135,0.602,1
Thailand,2019,21.85,31.53,3.542,7.91,721,13084.0,235214.0,675.03,1.5,442103.0,1.724,1.992,3.716,0.1318,0.678,1
Morocco,2023,27.56,36.69,0.635,8.3,3833,12108.0,212456.0,2444.71,1.34,320506.0,3.233,4.808,8.041,0.267,0.609,1
Peru,2023,26.97,31.79,0.663,8.0,10428,45178.0,968476.0,1032.39,0.93,945976.0,8.029,12.843,20.872,0.1777,0.54,1
South Korea,2017,19.87,31.69,1.602,8.35,4523,9438.0,164885.0,5296.62,1.53,300453.0,2.214,2.367,4.581,0.2346,0.688,1
Peru,2018,27.26,32.41,0.736,8.07,30120,6043.0,266427.0,548.38,1.72,517205.0,7.301,11.775,19.075,1.2079,0.649,1
USA,2023,27.41,34.12,0.652,8.08,3940,81032.0,1906335.0,1450.68,0.75,1474897.0,6.064,10.592,16.656,0.0748,0.465,0
USA,2022,16.7,33.05,1.174,8.02,945,45895.0,1958321.0,508.34,0.96,1951458.0,4.94,10.749,15.689,0.1076,0.536,1
Russia,2022,18.31,31.1,2.007,8.43,6884,3336.0,130883.0,636.59,1.16,179825.0,5.352,5.116,10.469,1.6037,0.733,1
Indonesia,2017,25.21,34.27,1.193,8.1,678,41228.0,1970435.0,1070.22,1.35,2733623.0,19.198,22.318,41.516,0.4656,0.632,1
Spain,2017,14.69,35.86,0.565,7.73,966,36841.0,1202235.0,685.92,1.04,1289964.0,1.146,1.524,2.67,0.0311,0.552,1
Argentina,2021,27.25,32.95,0.983,8.34,2160,104220.0,1814550.0,1532.41,1.17,2185733.0,2.789,1.817,4.606,0.0268,0.356,0
Mexico,2020,24.67,37.99,0.676,8.4,1109,83170.0,1643761.0,827.66,1.68,2828480.0,2.73,5.302,8.032,0.0328,0.535,1
Spain,2023,18.81,31.92,0.83,8.03,397,39573.0,1485789.0,2235.81,1.15,1727748.0,2.22,4.769,6.989,0.0561,0.623,1
Indonesia,2012,32.3,33.31,1.46,7.98,1695,4067.0,184324.0,1059.25,1.33,302749.0,9.616,25.575,35.192,2.3641,0.688,1
Chile,2013,27.12,34.69,1.12,8.21,12878,28591.0,949816.0,817.62,0.72,746100.0,2.357,4.377,6.734,0.0824,0.57,1
China,2023,19.5,35.46,4.924,8.44,636,94642.0,2646120.0,1842.34,1.03,2787740.0,89.285,102.093,191.378,0.9434,0.539,1
Peru,2020,23.47,36.68,7.912,7.97,36790,12290.0,529131.0,2219.78,0.92,520205.0,7.063,8.687,15.75,0.5746,0.693,1
Malaysia,2013,21.13,31.89,0.327,8.14,177,39733.0,1021069.0,1283.81,1.15,1203271.0,0.776,1.649,2.425,0.0195,0.546,1
Norway,2019,26.37,35.64,0.708,7.8,4141,25814.0,1067215.0,1080.2,0.91,1024556.0,2.366,2.489,4.854,0.0916,0.576,1
Norway,2017,13.51,32.89,4.166,7.99,8651,21415.0,465706.0,2181.57,1.08,593101.0,0.447,0.931,1.377,0.0209,0.583,1
Malaysia,2015,31.96,36.39,0.706,7.87,20370,74343.0,3370329.0,1185.31,1.06,3613043.0,1.47,1.625,3.096,0.0198,0.477,0
Indonesia,2011,29.09,33.6,0.242,8.39,5711,10475.0,462804.0,2359.47,1.33,700715.0,8.42,9.845,18.265,0.8037,0.553,1
Japan,2022,24.7,37.12,0.724,8.1,11689,110523.0,4786786.0,1579.11,1.26,6057516.0,4.367,5.577,9.944,0.0395,0.501,1
Iceland,2018,22.36,36.32,2.301,8.22,12551,109712.0,3575780.0,1238.99,1.28,4604306.0,1.832,1.983,3.815,0.0167,0.501,1
Vietnam,2020,19.34,35.0,0.838,8.15,1657,14342.0,193352.0,467.6,1.48,322287.0,6.885,12.236,19.121,0.48,0.686,1
Iceland,2023,21.79,35.07,1.559,8.04,11320,86781.0,3171898.0,836.53,1.17,3772631.0,2.502,4.721,7.223,0.0288,0.527,1
Japan,2010,27.34,33.39,2.433,8.19,888,29120.0,441740.0,1012.29,1.09,528617.0,2.163,3.71,5.873,0.0743,0.569,1
Chile,2014,22.99,35.38,1.573,8.2,474,12122.0,571595.0,717.47,0.72,438072.0,3.157,2.128,5.286,0.2604,0.618,1
USA,2023,27.17,34.82,5.004,7.91,197,40867.0,931183.0,1304.09,1.64,1544098.0,6.034,7.526,13.561,0.1477,0.548,1
Spain,2010,20.71,37.55,0.391,8.29,1968,10406.0,271799.0,1856.18,0.65,230831.0,1.4,2.963,4.363,0.1345,0.608,1
Chile,2021,26.43,36.25,1.92,8.29,176,36646.0,397477.0,1720.96,0.93,411366.0,3.751,7.871,11.622,0.1024,0.555,1
Iceland,2011,26.69,31.94,0.224,8.14,1426,11766.0,354164.0,774.51,1.18,451066.0,0.49,0.6,1.09,0.0417,0.528,1
Argentina,2014,27.99,34.73,1.279,8.01,140,8273.0,197089.0,1090.52,1.32,289357.0,2.007,3.395,5.402,0.2426,0.616,1
China,2011,22.13,34.32,0.129,8.32,10587,6093.0,93748.0,2406.92,1.23,175591.0,38.872,32.849,71.721,6.3788,0.773,1
Ecuador,2011,18.68,35.99,0.624,7.77,5689,21811.0,573490.0,633.59,1.37,843628.0,1.811,1.667,3.478,0.083,0.643,1
Ecuador,2022,21.63,36.53,1.626,8.38,4959,40536.0,464839.0,2367.93,1.07,561754.0,3.26,3.155,6.415,0.0804,0.615,1
Mexico,2015,22.65,33.4,1.033,8.15,4153,10144.0,370107.0,3071.14,1.38,568241.0,2.537,2.902,5.438,0.2501,0.687,1
Argentina,2019,18.3,34.23,3.105,8.13,507,61721.0,2003761.0,1803.68,1.48,3034594.0,1.198,1.502,2.7,0.0194,0.577,1
Thailand,2018,23.86,34.75,0.263,8.03,5840,7300.0,188365.0,1059.05,1.06,227862.0,1.74,4.561,6.301,0.2383,0.618,1
Vietnam,2015,19.76,34.19,1.102,7.78,340,31632.0,1273647.0,1411.45,1.13,1475696.0,6.696,10.543,17.239,0.2117,0.643,1
Peru,2019,31.65,36.0,0.712,8.22,1173,36225.0,1623927.0,1559.14,1.51,2507379.0,4.21,5.3,9.51,0.1162,0.556,1
Philippines,2010,19.14,36.93,1.463,8.41,3397,7806.0,189470.0,1525.64,1.42,311955.0,1.131,0.943,2.074,0.1449,0.656,1
Indonesia,2014,23.55,34.94,1.149,8.32,313,15945.0,564412.0,2138.34,1.19,745367.0,14.275,14.377,28.652,0.8952,0.695,1
USA,2023,20.53,34.11,1.702,7.74,35034,8437.0,103142.0,1095.41,0.88,115560.0,4.754,10.701,15.455,0.5634,0.7,1
USA,2019,16.97,35.68,7.978,8.06,852,9076.0,127749.0,1595.6,1.53,239644.0,5.172,8.765,13.936,0.5697,0.624,1
Iceland,2021,22.44,33.81,2.251,7.92,548,69979.0,1194685.0,1263.99,1.06,1274471.0,0.944,1.205,2.149,0.0135,0.56,1
Iceland,2012,19.29,36.13,2.614,7.69,646,24405.0,931689.0,2387.43,0.95,921164.0,1.28,2.361,3.641,0.0524,0.653,1
Ecuador,2016,20.55,33.65,0.635,8.28,4379,13152.0,320988.0,1247.38,0.89,336731.0,0.761,0.918,1.679,0.0578,0.675,1
Spain,2014,22.86,34.44,0.529,8.41,354,24698.0,689115.0,1038.71,1.18,880368.0,1.516,1.425,2.941,0.0614,0.641,1
Japan,2013,15.05,31.14,0.745,8.09,6354,50035.0,1312695.0,1113.4,1.29,1744450.0,3.008,4.091,7.099,0.0601,0.527,1
China,2019,18.17,34.75,2.103,8.07,14859,46763.0,2053106.0,928.29,1.36,2819372.0,63.01,135.453,198.463,1.3474,0.647,1
Indonesia,2023,27.1,37.38,0.542,8.28,68014,24986.0,276102.0,2304.99,0.92,322952.0,29.121,24.998,54.119,1.1654,0.582,1
USA,2011,18.55,37.87,0.814,8.11,1909,7312.0,104759.0,1583.85,1.31,231315.0,3.189,4.498,7.687,0.4361,0.698,1
Malaysia,2016,15.03,34.03,1.048,8.04,1148,11766.0,176667.0,684.57,1.7,390278.0,1.435,0.915,2.35,0.122,0.533,1
Morocco,2016,26.49,36.96,0.779,8.14,395,139786.0,1687053.0,1988.76,1.46,2485550.0,2.377,3.434,5.811,0.017,0.426,0
Malaysia,2022,19.18,34.21,1.42,8.31,1482,14010.0,629365.0,1643.58,1.57,1007400.0,1.55,2.25,3.8,0.1106,0.675,1
Morocco,2021,19.02,34.59,3.162,8.22,4760,10827.0,434340.0,598.61,1.56,720425.0,1.478,1.37,2.848,0.1365,0.668,1
China,2012,14.26,35.2,5.613,8.45,7419,12056.0,425168.0,636.07,0.98,474939.0,28.236,69.591,97.827,2.3418,0.671,1
Thailand,2011,28.12,34.54,0.238,8.24,10709,10874.0,510351.0,2632.27,1.0,538907.0,0.756,2.292,3.048,0.0695,0.53,1
Iceland,2019,25.94,39.28,0.5,7.86,13490,30274.0,1214860.0,391.67,1.44,1816384.0,1.117,2.718,3.835,0.0369,0.641,1
South Korea,2021,20.44,34.29,11.714,8.04,1304,24943.0,661901.0,1781.91,1.26,874461.0,0.675,0.928,1.603,0.0271,0.651,1
Ecuador,2018,14.87,36.0,1.136,8.23,1409,3384.0,142890.0,853.12,0.95,162944.0,1.115,1.199,2.314,0.3294,0.628,1
Japan,2010,27.68,35.36,2.44,7.85,1075,26502.0,1316176.0,3643.83,1.06,1393608.0,2.146,1.604,3.75,0.081,0.524,1
Russia,2023,17.32,34.84,0.325,7.79,121,2447.0,49621.0,897.06,1.49,111409.0,4.274,4.351,8.625,1.7459,0.597,1
Norway,2021,19.37,36.14,9.976,7.93,5365,22687.0,301543.0,1851.07,1.4,494782.0,1.871,2.465,4.336,0.0824,0.657,1
China,2015,28.75,39.92,4.27,8.0,3947,16804.0,417692.0,1036.09,1.09,484791.0,49.124,46.214,95.338,2.9232,0.667,1
Ecuador,2020,23.34,35.18,1.114,8.21,3718,6705.0,262454.0,1490.14,1.34,374255.0,0.773,0.778,1.551,0.1153,0.69,1
Malaysia,2012,30.53,32.38,0.815,8.16,44,18814.0,906339.0,794.16,0.9,841224.0,1.128,3.24,4.368,0.0599,0.589,1
Ecuador,2018,16.96,35.25,1.11,8.03,13288,16380.0,425493.0,1084.05,1.47,672818.0,1.622,2.74,4.362,0.099,0.595,1
Indonesia,2015,24.97,33.77,0.723,8.15,3479,22561.0,1021922.0,1032.01,1.31,1413550.0,14.836,26.674,41.51,0.6576,0.675,1
Peru,2016,22.01,34.16,7.862,8.02,5150,38449.0,1699348.0,635.39,0.96,1650855.0,5.683,5.313,10.996,0.1478,0.615,1
Morocco,2015,21.41,32.69,0.506,8.33,1440,25423.0,873225.0,1262.69,1.11,993426.0,2.074,1.339,3.414,0.0816,0.581,1
India,2014,17.56,36.91,4.391,8.05,1637,3249.0,34539.0,3043.78,1.23,93770.0,10.513,13.603,24.116,3.2348,0.716,1
Morocco,2020,19.02,35.76,3.674,7.74,4456,4104.0,128504.0,543.44,1.5,215027.0,0.7,1.148,1.848,0.1705,0.697,1
Morocco,2020,22.89,35.35,0.361,7.96,318,6615.0,66497.0,910.77,1.34,153737.0,0.69,1.118,1.807,0.1042,0.615,1
South Korea,2014,31.87,34.25,0.856,8.35,295,40951.0,1467536.0,1186.39,1.49,2199518.0,0.375,0.609,0.983,0.0091,0.543,1
Indonesia,2021,20.98,34.73,1.228,8.12,2989,7411.0,334025.0,1908.79,1.03,411613.0,20.766,23.388,44.154,2.8018,0.769,1
Mexico,2023,17.81,33.92,0.486,8.3,931,10931.0,169081.0,3238.16,1.52,326888.0,1.318,1.989,3.307,0.1205,0.532,1
Morocco,2015,27.84,33.91,0.286,8.01,2084,28808.0,541305.0,1243.24,1.22,709796.0,0.729,1.227,1.956,0.0253,0.493,0
India,2019,24.96,36.14,0.54,7.88,30765,28190.0,1229181.0,1429.96,0.88,1131585.0,14.18,25.829,40.009,0.503,0.659,1
South Korea,2023,21.85,35.12,0.293,8.04,24010,30297.0,818396.0,1085.22,1.03,892198.0,2.782,4.683,7.465,0.0918,0.567,1
Peru,2013,21.11,35.07,0.599,8.0,1506,25752.0,580352.0,1246.37,0.86,576594.0,4.105,3.575,7.679,0.1594,0.627,1
Peru,2015,26.58,33.58,0.44,8.14,837,65988.0,2932830.0,2187.26,0.86,2585487.0,3.846,8.137,11.983,0.0583,0.42,0
